event	time	athlete	year	gender
rasos100	10.29	AkiyukiHASHIMOTO	2015	M
rasos100	10.29	BabolokiTHEBE	2015	M
rasos100	10.29	DemetriusDUGANS	2015	M
rasos100	10.29	AleksandrYEFIMOV	2015	M
rasos100	10.29	KentaOSHIMA	2015	M
rasos100	10.29	BadrulHishamABDULMANAP	2015	M
rasos100	10.29	AlexanderHARTMANN	2016	M
rasos100	10.29	JeffFRALEY	2016	M
rasos100	10.29	TinasheSamuelMUTANGA	2016	M
rasos100	10.29	RupertAndelPERRY	2016	M
rasos100	10.29	KaraboMOTHIBI	2016	M
rasos100	10.29	HongMI	2017	M
rasos100	10.29	MayovanexDEOLEO	2017	M
rasos100	10.29	DesmondMAPPS	2017	M
rasos100	10.29	MaximilianENTHOLZNER	2017	M
rasos100	10.29	SkanderDjamilATHMANI	2017	M
rasos100	10.29	FredDORSEY	2018	M
rasos100	10.29	JullaneWALKER	2018	M
rasos100	10.29	VasylMAKUKH	2018	M
rasos100	10.29	JorisVANGOOL	2018	M
rasos100	10.29	WinstonGEORGE	2018	M
rasos100	10.29	KasaunJAMES	2018	M
rasos100	10.29	AlexBARNUM	2018	M
rasos100	10.29	DanielSTOKES	2018	M
rasos100	10.29	DominikZÁLESKÝ	2018	M
rasos100	10.29	ChristopherGARIA	2018	M
rasos100	10.3	ArminHARY	1960	M
rasos100	10.3	BarkaSY	1972	M
rasos100	10.3	RolfLEWANDOWSKI	1973	M
rasos100	10.3	KolawodeABDULAI	1976	M
rasos100	10.3	EdPRESTON	1977	M
rasos100	10.3	DeraldHARRIS	1977	M
rasos100	10.3	ErnestPENNINGTON	1982	M
rasos100	10.3	HowardHENLEY	1984	M
rasos100	10.3	NealJESSIE	1984	M
rasos100	10.3	GeorgeNICHOLAS	1984	M
rasos100	10.3	StanleyBLALOCK	1984	M
rasos100	10.3	AleksandrAFTENI	1984	M
rasos100	10.3	MladenNIKOLIC	1984	M
rasos100	10.3	KellyREED	1985	M
rasos100	10.3	AlekseyPUCHKOV	1987	M
rasos100	10.3	QuincyWATTS	1987	M
rasos100	10.3	IziakADEYANJU	1988	M
rasos100	10.3	EricSMITH	1989	M
rasos100	10.3	TerranceWARREN	1989	M
rasos100	10.3	NeilDESILVA	1990	M
rasos100	10.3	LuciusMILLER	1990	M
rasos100	10.3	AleksandrSOKOLOV	1990	M
rasos100	10.3	TatsuoSUGIMOTO	1991	M
rasos100	10.3	ClarenceCALLENDER	1991	M
rasos100	10.3	TakeshiARAKAWA	1991	M
rasos100	10.3	KevinDOSS	1992	M
rasos100	10.3	HisatsuguSUZUKI	1992	M
rasos100	10.3	BryanBRONSON	1992	M
rasos100	10.3	HongweiZHOU	1995	M
rasos100	10.3	DionTAYLOR	1996	M
rasos100	10.3	AndreasKOCH	1996	M
rasos100	10.3	FranckAMEGNIGAN	1996	M
rasos100	10.3	DonaldONCHIRI	1996	M
rasos100	10.3	TorbjörnERIKSSON	1996	M
rasos100	10.3	PatrickWEIMER	1997	M
rasos100	10.3	PauloNEVES	1997	M
rasos100	10.3	ShidaSHEN	1997	M
rasos100	10.3	JoeCRINER	1998	M
rasos100	10.3	BradFIELDS	1998	M
rasos100	10.3	WatsonNYAMBEK	1998	M
rasos100	10.3	DavidBAXTER	1998	M
rasos100	10.3	PetkoYANKOV	1998	M
rasos100	10.3	YasukatsuOTSUKI	1998	M
rasos100	10.3	MarcusLAGRANGE	1999	M
rasos100	10.3	LlewellynHERBERT	1999	M
rasos100	10.3	BrianHARRISON	1999	M
rasos100	10.3	MartjinUNGERER	1999	M
rasos100	10.3	MarcinURBAS	1999	M
rasos100	10.3	LacraJENKINS	2000	M
rasos100	10.3	DouglasBIGNALL	2000	M
rasos100	10.3	WayneFENTON	2000	M
rasos100	10.3	DmitriyVASILYEV	2000	M
rasos100	10.3	AndreaRABINO	2000	M
rasos100	10.3	JoséÁngelCÉSAR	2001	M
rasos100	10.3	DanielDUBOIS	2001	M
rasos100	10.3	PeterHÄGGSTRÖM	2001	M
rasos100	10.3	DennisBAKER	2001	M
rasos100	10.3	DevonDAVIS	2001	M
rasos100	10.3	EdsonHelyOLLARVES	2001	M
rasos100	10.3	DerwinDAVIS	2001	M
rasos100	10.3	SybrandVANDYK	2002	M
rasos100	10.3	DannyTUTSKEY	2002	M
rasos100	10.3	MasayaAIKAWA	2002	M
rasos100	10.3	KwesiFRIMPONGBOATENG	2003	M
rasos100	10.3	RogerANGOUONOMOKE	2003	M
rasos100	10.3	JoelBAÉZ	2003	M
rasos100	10.3	SethAMOO	2004	M
rasos100	10.3	WinstonSMITH	2004	M
rasos100	10.3	KeiichiOGA	2004	M
rasos100	10.3	JohnCORDOBAJAIRO	2004	M
rasos100	10.3	AbdenabiABID	2004	M
rasos100	10.3	Matjaz?BOROVINA	2005	M
rasos100	10.3	KennethBAXTER	2005	M
rasos100	10.3	RonRICHARDS	2005	M
rasos100	10.3	JonathanOmarMEDINA	2005	M
rasos100	10.3	JohnieDRAKE	2006	M
rasos100	10.3	OrlandoMORGAN	2006	M
rasos100	10.3	IbrahimAbdullahALWALEED	2007	M
rasos100	10.3	NevilleWRIGHT	2007	M
rasos100	10.3	KipkemoiSOI	2008	M
rasos100	10.3	AndrewBYRD	2008	M
rasos100	10.3	AndonMITCHELL	2008	M
rasos100	10.3	SvenMEHLHORN	2008	M
rasos100	10.3	RandallCARROLL	2009	M
rasos100	10.3	RobinEDWARDS	2009	M
rasos100	10.3	MitsuhiroABIKO	2009	M
rasos100	10.3	YavidZACKEY	2009	M
rasos100	10.3	JorgeCélioDAROCHASENA	2009	M
rasos100	10.3	DiegoCAVALCANTI	2009	M
rasos100	10.3	WacharaSONDEE	2009	M
rasos100	10.3	JoealHOTCHKINS	2010	M
rasos100	10.3	PawelSTEMPEL	2010	M
rasos100	10.3	RenzaoLIU	2010	M
rasos100	10.3	AbdallahSaeedALSOOLI	2010	M
rasos100	10.3	MdAbdulNAJEEBQURESHI	2010	M
rasos100	10.3	MartynasJURGILAS	2011	M
rasos100	10.3	TeddyTINMAR	2011	M
rasos100	10.3	MatthiasLINDNER	2012	M
rasos100	10.3	FanGUO	2013	M
rasos100	10.3	TimothyYOUNG	2013	M
rasos100	10.3	MichaelBRYAN	2013	M
rasos100	10.3	AyodeleTAFFE	2013	M
rasos100	10.3	AlexanderBRORSSON	2013	M
rasos100	10.3	RicardoMONTEIRO	2013	M
rasos100	10.3	AilsonDASILVAFEITOSA	2014	M
rasos100	10.3	O'dainROSE	2014	M
rasos100	10.3	EetuRANTALA	2014	M
rasos100	10.3	MamusEMUOBONUVIE	2014	M
rasos100	10.3	JarrodGEDDES	2014	M
rasos100	10.3	CésarRAMÍREZ	2015	M
rasos100	10.3	WilliamBUCKLEY	2015	M
rasos100	10.3	TerrelCOTTON	2015	M
rasos100	10.3	DonovanWALLACE	2016	M
rasos100	10.3	NicholasTAYLOR	2016	M
rasos100	10.3	XingqiangTANG	2016	M
rasos100	10.3	HakimMONTGOMERY	2016	M
rasos100	10.3	DanielJAMIESON	2016	M
rasos100	10.3	Em?lIBRAHIMOV	2016	M
rasos100	10.3	VolodymyrSUPRUN	2016	M
rasos100	10.3	PavelMASLÁK	2017	M
rasos100	10.3	YusukeTANAKA	2017	M
rasos100	10.3	MarcusLAWLER	2017	M
rasos100	10.3	TakuyaKAWAKAMI	2017	M
rasos100	10.3	SamuliSAMUELSSON	2017	M
rasos100	10.3	LeRouxVANTONDER	2017	M
rasos100	10.3	JoelTHOMAS	2017	M
rasos100	10.3	KahlilHENDERSON	2017	M
rasos100	10.3	MarcusREAVES	2017	M
rasos100	10.3	JohnOTUGADE	2017	M
rasos100	10.3	KwantreylMCCONICO	2018	M
rasos100	10.3	MichaelBENTLEY	2018	M
rasos100	10.3	JalenPURCELL	2018	M
rasos100	10.3	IoannisNIFADOPOULOS	2018	M
rasos100	10.3	TaegeonPARK	2018	M
rasos200	19.19	UsainBOLT	2009	M
rasos200	19.26	YohanBLAKE	2011	M
rasos200	19.32	MichaelJOHNSON	1996	M
rasos200	19.53	WalterDIX	2011	M
rasos200	19.57	JustinGATLIN	2015	M
rasos200	19.58	TysonGAY	2009	M
rasos200	19.62	AndreDEGRASSE	2021	M
rasos200	19.63	XavierCARTER	2006	M
rasos200	19.65	WallaceSPEARMON	2006	M
rasos200	19.65	NoahLYLES	2018	M
rasos200	19.68	FrankFREDERICKS	1996	M
rasos200	19.68	KennethBEDNAREK	2021	M
rasos200	19.69	ClarenceMUNYAI	2018	M
rasos200	19.72	PietroMENNEA	1979	M
rasos200	19.73	MichaelMARSH	1992	M
rasos200	19.74	LaShawnMERRITT	2016	M
rasos200	19.75	CarlLEWIS	1983	M
rasos200	19.75	JoeDELOACH	1988	M
rasos200	19.75	StevenGARDINER	2018	M
rasos200	19.76	RamilGULIYEV	2018	M
rasos200	19.76	FredKERLEY	2021	M
rasos200	19.77	AtoBOLDON	1997	M
rasos200	19.77	IsaacMAKWALA	2017	M
rasos200	19.79	ShawnCRAWFORD	2004	M
rasos200	19.79	WarrenWEIR	2013	M
rasos200	19.8	ChristopheLEMAITRE	2011	M
rasos200	19.8	RasheedDWYER	2015	M
rasos200	19.81	AlonsoEDWARD	2009	M
rasos200	19.81	ChurandyMARTINA	2016	M
rasos200	19.81	AkeemBLOOMFIELD	2018	M
rasos200	19.81	TerranceLAIRD	2021	M
rasos200	19.83	TommieSMITH	1968	M
rasos200	19.84	FrancisOBIKWELU	1999	M
rasos200	19.84	WaydeVANNIEKERK	2017	M
rasos200	19.84	MichaelNORMAN	2018	M
rasos200	19.84	ErriyonKNIGHTON	2021	M
rasos200	19.85	JohnCAPEL	2000	M
rasos200	19.85	KonstantinosKENTERIS	2002	M
rasos200	19.85	NickelASHMEADE	2012	M
rasos200	19.85	AmeerWEBB	2016	M
rasos200	19.85	ChristianCOLEMAN	2017	M
rasos200	19.86	DonQUARRIE	1971	M
rasos200	19.86	MauriceGREENE	1997	M
rasos200	19.86	JasonYOUNG	2012	M
rasos200	19.86	IsiahYOUNG	2013	M
rasos200	19.87	LorenzoDANIEL	1988	M
rasos200	19.87	JohnREGIS	1994	M
rasos200	19.87	JeffWILLIAMS	1996	M
rasos200	19.87	AnasoJOBODWANA	2015	M
rasos200	19.88	FloydHEARD	2000	M
rasos200	19.88	JoshuaJJOHNSON	2001	M
rasos200	19.88	MiguelFRANCIS	2016	M
rasos200	19.89	ClaudineiQuirinoDASILVA	1999	M
rasos200	19.89	JaysumaSAIDYNDURE	2007	M
rasos200	19.9	AsafaPOWELL	2006	M
rasos200	19.91	JosephFAHNBULLEH	2021	M
rasos200	19.92	JohnCARLOS	1968	M
rasos200	19.93	AlexQUIÑÓNEZ	2018	M
rasos200	19.95	NethaneelMITCHELLBLAKE	2016	M
rasos200	19.95	AkaniSIMBINE	2017	M
rasos200	19.96	KirkBAPTISTE	1984	M
rasos200	19.96	RobsonDASILVA	1989	M
rasos200	19.96	CobyMILLER	2000	M
rasos200	19.96	BrendonRODNEY	2016	M
rasos200	19.97	ObadeleTHOMPSON	2000	M
rasos200	19.97	CurtisMITCHELL	2013	M
rasos200	19.97	DedricDUKES	2014	M
rasos200	19.97	FemiOGUNODE	2015	M
rasos200	19.97	JulianFORTE	2016	M
rasos200	19.97	AdamGEMILI	2016	M
rasos200	19.97	JereemRICHARDS	2017	M
rasos200	19.97	KyleGREAUX	2018	M
rasos200	19.98	MarcinURBAS	1999	M
rasos200	19.98	JordanVADEN	2006	M
rasos200	19.98	SteveMULLINGS	2009	M
rasos200	19.98	AaronBROWN	2018	M
rasos200	19.99	CalvinSMITH	1983	M
rasos200	19.99	RodneyMARTIN	2008	M
rasos200	19.99	RaiBENJAMIN	2018	M
rasos200	20	ValeriyBORZOV	1972	M
rasos200	20	NcincililiTITI	2018	M
rasos200	20	BernardoBALOYES	2018	M
rasos200	20.01	MichaelBATES	1992	M
rasos200	20.01	BernardWILLIAMS	2001	M
rasos200	20.01	ChristopherBELCHER	2017	M
rasos200	20.01	LuxoloADAMS	2018	M
rasos200	20.02	ChristopherWILLIAMS	2000	M
rasos200	20.02	RobertoSKYERS	2015	M
rasos200	20.02	ZharnelHUGHES	2015	M
rasos200	20.02	AndrewHUDSON	2021	M
rasos200	20.03	ClancyEDWARDS	1978	M
rasos200	20.03	LarryMYRICKS	1983	M
rasos200	20.03	JonDRUMMOND	1997	M
rasos200	20.03	ShingoSUETSUGU	2003	M
rasos200	20.03	DarvisPATTON	2003	M
rasos200	20.03	TrayvonBROMELL	2015	M
rasos200	20.03	JosephusLYLES	2021	M
rasos200	20.04	KennyBROKENBURR	2000	M
rasos200	20.04	BrunoHORTELANOROIG	2018	M
rasos200	20.04	AlexWILSON	2018	M
rasos200	20.05	RoyMARTIN	1988	M
rasos200	20.05	AlbertROBINSON	1988	M
rasos200	20.05	RakieemSALAAM	2011	M
rasos200	20.06	PeterNORMAN	1968	M
rasos200	20.06	SilvioLEONARD	1978	M
rasos200	20.06	RamonCLAY	1998	M
rasos200	20.06	BrianLEWIS	2000	M
rasos200	20.06	StéphanBUCKLAND	2003	M
rasos200	20.06	MarvinANDERSON	2007	M
rasos200	20.06	MatthewBOLING	2021	M
rasos200	20.07	JamesMALLARD	1979	M
rasos200	20.08	LaMonteKING	1980	M
rasos200	20.08	DwayneEVANS	1987	M
rasos200	20.08	DannyEVERETT	1990	M
rasos200	20.08	AaronARMSTRONG	1999	M
rasos200	20.08	ChristianMALCOLM	2001	M
rasos200	20.08	AntoineADAMS	2014	M
rasos200	20.08	LanceLANG	2021	M
rasos200	20.09	LinfordCHRISTIE	1988	M
rasos200	20.09	DennisMITCHELL	1989	M
rasos200	20.09	TyreeWASHINGTON	1999	M
rasos200	20.09	LykourgosStefanosTSAKONAS	2015	M
rasos200	20.1	MillardHAMPTON	1976	M
rasos200	20.1	DanielEFFIONG	1994	M
rasos200	20.1	KevinLITTLE	1999	M
rasos200	20.1	RyanBAILEY	2010	M
rasos200	20.1	HarryADAMS	2012	M
rasos200	20.1	ShaunPHATUTSHEDZOMASWANGANYI	2021	M
rasos200	20.11	AttilaKOVÁCS	1987	M
rasos200	20.11	HenryTHOMAS	1988	M
rasos200	20.11	OlapadeADENIKEN	1992	M
rasos200	20.11	BrianBRIDGEWATER	1993	M
rasos200	20.11	MorneNAGEL	2002	M
rasos200	20.11	AnastasiosGOUSIS	2007	M
rasos200	20.11	BeejayLEE	2015	M
rasos200	20.11	ShotaIIZUKA	2016	M
rasos200	20.11	ElijahHALLTHOMPSON	2018	M
rasos200	20.11	FilippoTORTU	2021	M
rasos200	20.12	MarkWHITERSPOON	1989	M
rasos200	20.12	LeroyBURRELL	1992	M
rasos200	20.12	BrianDZINGAI	2004	M
rasos200	20.12	BrendanCHRISTIAN	2008	M
rasos200	20.12	RemontayMCCLAIN	2015	M
rasos200	20.12	JamielTRIMBLE	2016	M
rasos200	20.13	RohsaanGRIFFIN	1999	M
rasos200	20.13	DarrenCAMPBELL	2000	M
rasos200	20.13	MauriceMITCHELL	2012	M
rasos200	20.13	JasonLIVERMORE	2013	M
rasos200	20.13	KenjiFUJIMITSU	2015	M
rasos200	20.13	TevinHESTER	2016	M
rasos200	20.13	EjowvokogheneODUDURU	2018	M
rasos200	20.13	EseosaFostineDESALU	2018	M
rasos200	20.14	JamesGILKES	1978	M
rasos200	20.14	PaulLEWIS	2000	M
rasos200	20.14	TyreekHILL	2012	M
rasos200	20.14	AaronERNEST	2014	M
rasos200	20.14	SheldonMITCHELL	2014	M
rasos200	20.14	CarvinNKANATA	2015	M
rasos200	20.14	KeiTAKASE	2015	M
rasos200	20.15	MikeMILLER	1982	M
rasos200	20.15	EmmanuelTUFFOUR	1995	M
rasos200	20.15	SebastianKEITEL	1998	M
rasos200	20.15	AndréDomingosDASILVA	2003	M
rasos200	20.15	RenardHOWELL	2016	M
rasos200	20.15	AldemirGomesDASILVAJUNIOR	2017	M
rasos200	20.15	KendalWILLIAMS	2018	M
rasos200	20.15	KyreeKING	2021	M
rasos200	20.16	SteveWILLIAMS	1975	M
rasos200	20.16	ElliottQUOW	1983	M
rasos200	20.16	GillesQUENEHERVE	1987	M
rasos200	20.16	RiaanDEMPERS	1995	M
rasos200	20.16	KojiITO	1998	M
rasos200	20.16	BrunoLinsTENORIODEBARROS	2011	M
rasos200	20.16	RondelSORRILLO	2011	M
rasos200	20.16	MichaelMATHIEU	2012	M
rasos200	20.16	PrezelHARDY	2014	M
rasos200	20.16	TerrelCOTTON	2015	M
rasos200	20.16	AhmedALI	2016	M
rasos200	20.16	DanielTALBOT	2017	M
rasos200	20.16	ZhenyeXIE	2018	M
rasos200	20.16	CravontCHARLESTON	2021	M
rasos200	20.17	AtleeMAHORN	1991	M
rasos200	20.17	JamesTRAPP	1992	M
rasos200	20.17	IvanGARCÍA	1995	M
rasos200	20.17	VincentHENDERSON	1996	M
rasos200	20.17	GeirMOEN	1996	M
rasos200	20.17	RaeMonzavousEDWARDS	2009	M
rasos200	20.17	TremayneACY	2015	M
rasos200	20.17	JoséCarlosHERRERA	2016	M
rasos200	20.17	JarrionLAWSON	2016	M
rasos200	20.17	YancarlosMARTÍNEZ	2021	M
rasos200	20.18	DeanCAPOBIANCO	1993	M
rasos200	20.18	JulianGOLDING	1998	M
rasos200	20.18	RichardTHOMPSON	2008	M
rasos200	20.18	JaylenBACON	2017	M
rasos200	20.18	SydneySIAME	2018	M
rasos200	20.19	LarryBLACK	1972	M
rasos200	20.19	JamesSANFORD	1979	M
rasos200	20.19	PhilEPPS	1982	M
rasos200	20.19	JohnDINAN	1986	M
rasos200	20.19	PatrickSTEVENS	1996	M
rasos200	20.19	TroyDOUGLAS	2001	M
rasos200	20.19	MarlonDEVONISH	2002	M
rasos200	20.19	JeremyWARINER	2006	M
rasos200	20.19	SalemEidYAQOOB	2016	M
rasos200	20.2	GregFOSTER	1979	M
rasos200	20.2	DanielSANGOUMA	1989	M
rasos200	20.2	JimmyFRENCH	1991	M
rasos200	20.2	NikolayANTONOV	1991	M
rasos200	20.2	JeanCharlesTROUBAL	1993	M
rasos200	20.2	WayneJOHNSON	2000	M
rasos200	20.2	KimCOLLINS	2001	M
rasos200	20.2	SherwinVRIES	2003	M
rasos200	20.2	TobiasUNGER	2005	M
rasos200	20.2	CravonGILLESPIE	2016	M
rasos200	20.2	NeryBRENES	2016	M
rasos200	20.2	TlotlisoGiftLEOTLELA	2017	M
rasos200	20.2	JeromeBLAKE	2021	M
rasos200	20.21	AllanWELLS	1980	M
rasos200	20.21	MelLATTANY	1981	M
rasos200	20.21	MikeCONLEY	1985	M
rasos200	20.21	HarveyMCSWAIN	1987	M
rasos200	20.21	ThomasJEFFERSON	1991	M
rasos200	20.21	PercivalSPENCER	1997	M
rasos200	20.21	BrunySURIN	1999	M
rasos200	20.21	OumarLOUM	2000	M
rasos200	20.21	DominicDEMERITTE	2002	M
rasos200	20.21	BabolokiTHEBE	2016	M
rasos200	20.21	VitorHugoSILVAMOURAODOSSANTOS	2018	M
rasos200	20.21	JahnoyTHOMPSON	2018	M
rasos200	20.21	UdodiCHUDIONWUZURIKE	2021	M
rasos200	20.22	TonySHARPE	1982	M
rasos200	20.22	OluyemiKAYODE	1992	M
rasos200	20.22	AndrewTYNES	1993	M
rasos200	20.22	CharlesCLARK	2008	M
rasos200	20.22	AinsleyWAUGH	2009	M
rasos200	20.22	ShinjiTAKAHIRA	2009	M
rasos200	20.22	TremaineHARRIS	2012	M
rasos200	20.22	ChrisCLARKE	2013	M
rasos200	20.22	GilROBERTS	2014	M
rasos200	20.22	JohnLUNDY	2018	M
rasos200	20.22	BrandonCARNES	2021	M
rasos200	20.22	Jo'VaughnMARTIN	2021	M
rasos200	20.22	SibusisoMATSENJWA	2021	M
rasos200	20.23	JamesBUTLER	1982	M
rasos200	20.23	FrankEMMELMANN	1985	M
rasos200	20.23	MichaelTIMPSON	1986	M
rasos200	20.23	VladimirKRYLOV	1987	M
rasos200	20.23	ChrisNELLOMS	1993	M
rasos200	20.23	TonyWHEELER	1997	M
rasos200	20.23	Ja'WarrenHOOKER	2000	M
rasos200	20.23	AzizZAKARI	2000	M
rasos200	20.23	SimonMAGAKWE	2010	M
rasos200	20.23	AngeloTAYLOR	2010	M
rasos200	20.23	DemetriusPINDER	2012	M
rasos200	20.23	BryshonNELLUM	2013	M
rasos200	20.23	CharlesSILMON	2013	M
rasos200	20.23	ShavezHART	2015	M
rasos200	20.23	YukiKOIKE	2018	M
rasos200	20.23	ChunHanYANG	2018	M
rasos200	20.23	DerickDESOUZASILVA	2018	M
rasos200	20.23	MustaqeemWILLIAMS	2018	M
rasos200	20.23	ArthurGUECISSE	2020	M
rasos200	20.24	LeszekDUNECKI	1979	M
rasos200	20.24	FélixSTEVENS	1989	M
rasos200	20.24	CláudioRobertoSOUZA	2003	M
rasos200	20.24	KellyWILLIE	2006	M
rasos200	20.24	ChrisBERRIAN	2008	M
rasos200	20.24	MichaelRODGERS	2009	M
rasos200	20.24	SeanMCLEAN	2016	M
rasos200	20.24	JaronFLOURNOY	2017	M
rasos200	20.24	JánVOLKO	2018	M
rasos200	20.24	CourtneyLINDSAY	2021	M
rasos200	20.24	WilliamREAIS	2020	M
rasos200	20.25	DavidsonEZINWA	1992	M
rasos200	20.25	JasonHENDRIX	1993	M
rasos200	20.25	CurtisPERRY	1997	M
rasos200	20.25	DejiALIU	2002	M
rasos200	20.25	EvanderWELLS	2008	M
rasos200	20.25	NestaCARTER	2011	M
rasos200	20.25	WilfriedKOFFIHUA	2014	M
rasos200	20.25	TeraySMITH	2017	M
rasos200	20.25	KahlilHENDERSON	2017	M
rasos200	20.25	DwightSTHILLAIRE	2021	M
rasos200	20.26	BernieJACKSON	1983	M
rasos200	20.26	AllenJOHNSON	1997	M
rasos200	20.26	LalondeGORDON	2013	M
rasos200	20.26	JustinWALKER	2016	M
rasos200	20.26	KarolZALEWSKI	2016	M
rasos200	20.26	RodneyROWE	2018	M
rasos200	20.26	ReynierMENA	2018	M
rasos200	20.27	WardellGILBREATH	1976	M
rasos200	20.27	WilliamSNODDY	1978	M
rasos200	20.27	JeffPHILLIPS	1982	M
rasos200	20.27	DannyPEEBLES	1988	M
rasos200	20.27	TonyMCCALL	1998	M
rasos200	20.27	PetkoYANKOV	1999	M
rasos200	20.27	MarquisDAVIS	2000	M
rasos200	20.27	RonaldPOGNON	2005	M
rasos200	20.27	DelanoWILLIAMS	2013	M
rasos200	20.27	MarioFORSYTHE	2013	M
rasos200	20.27	BrandonBYRAM	2014	M
rasos200	20.27	JeremyDODSON	2014	M
rasos200	20.27	AleixoPlatiniMENGA	2016	M
rasos200	20.27	LebokengSESELE	2017	M
rasos200	20.27	LeonREID	2018	M
rasos200	20.28	LarryQUESTAD	1968	M
rasos200	20.28	AnthonyJONES	1987	M
rasos200	20.28	StanleyKERR	1987	M
rasos200	20.28	BryanBRONSON	1992	M
rasos200	20.28	ThomasSBOKOS	1995	M
rasos200	20.28	SundayOlarewajuBADA	1995	M
rasos200	20.28	AndrewHOWE	2004	M
rasos200	20.28	MarkJELKS	2009	M
rasos200	20.28	CalesioNEWMAN	2012	M
rasos200	20.28	GermaineBROWN	2014	M
rasos200	20.28	JuliusMORRIS	2017	M
rasos200	20.28	AndreEWERS	2018	M
rasos200	20.28	KasaunJAMES	2021	M
rasos200	20.28	JavonteHARDING	2021	M
rasos200	20.29	JerryBRIGHT	1968	M
rasos200	20.29	TomRANDOLPH	1968	M
rasos200	20.29	DesaiWILLIAMS	1983	M
rasos200	20.29	ClintonDAVIS	1983	M
rasos200	20.29	DaronCOUNCIL	1985	M
rasos200	20.29	AlvisWHITTED	1996	M
rasos200	20.29	KojiONO	1997	M
rasos200	20.29	YusukeOMAE	2001	M
rasos200	20.29	ClementCAMPBELL	2007	M
rasos200	20.29	GeraldPHIRI	2008	M
rasos200	20.29	TreyHARTS	2009	M
rasos200	20.29	CorreionMOSBY	2016	M
rasos200	20.29	JulianREUS	2017	M
rasos200	20.29	E.J.FLOREAL	2021	M
rasos200	20.29	DavonteBURNETT	2021	M
rasos200	20.3	JoaoEugenioDASILVA	1984	M
rasos200	20.3	SamGRADDY	1985	M
rasos200	20.3	MartyKRULEE	1988	M
rasos200	20.3	TimWILLIAMS	1992	M
rasos200	20.3	SteveBRIMACOMBE	1996	M
rasos200	20.3	Jah'shawnSTJULIAN	1996	M
rasos200	20.3	ClementCHUKWU	1998	M
rasos200	20.3	BrandonEVANS	2000	M
rasos200	20.3	JarmieneHOLLOWAY	2000	M
rasos200	20.3	DionCRABBE	2002	M
rasos200	20.3	PaulHESSION	2007	M
rasos200	20.3	JohanWISSMAN	2007	M
rasos200	20.3	JaredCONNAUGHTON	2012	M
rasos200	20.3	JimmyVICAUT	2013	M
rasos200	20.3	SerhiySMELYK	2014	M
rasos200	20.3	BryceROBINSON	2015	M
rasos200	20.3	AldrichBAILEYJR	2015	M
rasos200	20.3	DavidLIMA	2017	M
rasos200	20.3	McKinleyWEST	2018	M
rasos200	20.3	VernonNORWOOD	2021	M
rasos200	20.31	SteveRIDDICK	1975	M
rasos200	20.31	TshakileNZIMANDE	1987	M
rasos200	20.31	ChidiIMOH	1988	M
rasos200	20.31	DerrickTHOMPSON	1995	M
rasos200	20.31	DavidDOPEK	1995	M
rasos200	20.31	JosephBATANGDON	1999	M
rasos200	20.31	DwainCHAMBERS	2001	M
rasos200	20.31	MarcinJEDRUSINSKI	2002	M
rasos200	20.31	UchennaEMEDOLU	2002	M
rasos200	20.31	MickeyGRIMES	2004	M
rasos200	20.31	JimmieHACKLEY	2004	M
rasos200	20.31	MichaelHERRERA	2007	M
rasos200	20.31	BryanBARNETT	2007	M
rasos200	20.31	ChristopherLLOYD	2008	M
rasos200	20.31	JonathanBORLÉE	2012	M
rasos200	20.31	JamesELLINGTON	2016	M
rasos200	20.31	JeffreyJOHN	2017	M
rasos200	20.31	DevonACHANE	2021	M
rasos200	20.31	ReecePRESCOD	2021	M
rasos200	20.31	LetsileTEBOGO	2021	M
rasos200	20.32	BradyCRAIN	1985	M
rasos200	20.32	PatrickDELICE	1993	M
rasos200	20.32	SamJEFFERSON	1993	M
rasos200	20.32	DamienMARSH	1995	M
rasos200	20.32	JeromeMATHIS	2004	M
rasos200	20.32	JMeeSAMUELS	2005	M
rasos200	20.32	ReggieWITHERSPOON	2007	M
rasos200	20.32	DwightTHOMAS	2007	M
rasos200	20.32	SandroRicardoRODRIGUESVIANA	2008	M
rasos200	20.32	TravisPADGETT	2008	M
rasos200	20.32	LionelLARRY	2009	M
rasos200	20.32	DeshawnMARSHALL	2017	M
rasos200	20.32	SenojJayGIVANS	2017	M
rasos200	20.32	MarquezeWASHINGTON	2017	M
rasos200	20.32	DiegoPALOMEQUE	2017	M
rasos200	20.32	AbdulHakimSANIBROWN	2017	M
rasos200	20.32	ElijaGODWIN	2021	M
rasos200	20.33	LarryJACKSON	1976	M
rasos200	20.33	DarwinCOOK	1985	M
rasos200	20.33	JamesJETT	1992	M
rasos200	20.33	DinoNAPIER	1996	M
rasos200	20.33	VladislavDOLOGODIN	1996	M
rasos200	20.33	RicardoWILLIAMS	2000	M
rasos200	20.33	OmarBROWN	2006	M
rasos200	20.33	MichaelMITCHELL	2007	M
rasos200	20.33	DavidALERTE	2007	M
rasos200	20.33	LansfordWinstonSPENCE	2011	M
rasos200	20.33	TrentavisFRIDAY	2014	M
rasos200	20.33	ShotaHARA	2016	M
rasos200	20.33	PauloAndréCAMILODEOLIVEIRA	2018	M
rasos200	20.33	KeitaviousWALTER	2018	M
rasos200	20.33	LidioFELIZ	2021	M
rasos200	20.34	EdwinROBERTS	1968	M
rasos200	20.34	VladimirMURAVYOV	1984	M
rasos200	20.34	WesselOOSTHUIZEN	1986	M
