event	time	athlete	year	gender
rasos100	11.43	MaritaHUNT	1997	F
rasos100	11.43	VirnaDEANGELI	1997	F
rasos100	11.43	TineshaHACKNEY	1998	F
rasos100	11.43	MercedesCARNESOLTA	1998	F
rasos100	11.43	SseretaLAFAYETTE	1999	F
rasos100	11.43	MarzenaPAWLAK	1999	F
rasos100	11.43	AnitaMORMAND	1999	F
rasos100	11.43	PilavulakandiTUSHA	1999	F
rasos100	11.43	ValmaBASS	2000	F
rasos100	11.43	MirthaBROCK	2000	F
rasos100	11.43	EvelinaLISENCO	2000	F
rasos100	11.43	DonitaBENJAMIN	2000	F
rasos100	11.43	WilmaVANGOOL	1972	F
rasos100	11.43	AmberCUMBERBATCH	2001	F
rasos100	11.43	KimeshaOTEY	2001	F
rasos100	11.43	DanielleCARRUTHERS	2001	F
rasos100	11.43	AmberROBINSON	2003	F
rasos100	11.43	AraTOWNS	2003	F
rasos100	11.43	KrystinLACY	2003	F
rasos100	11.43	AshaJAMES	2004	F
rasos100	11.43	JennyKALLUR	2004	F
rasos100	11.43	YelenaYAKOVLEVA	2005	F
rasos100	11.43	YanSHU	2005	F
rasos100	11.43	EricaBROOMFIELD	2006	F
rasos100	11.43	PatriceBEASLEY	2006	F
rasos100	11.43	SandraMÖLLER	2007	F
rasos100	11.43	KarolineKÖHLER	2009	F
rasos100	11.43	OliviaKIZZEE	2009	F
rasos100	11.43	MeritzerWILLIAMS	2009	F
rasos100	11.43	ChristineAMERTIL	2010	F
rasos100	11.43	AlieISRAEL	2010	F
rasos100	11.43	KanaICHIKAWA	2011	F
rasos100	11.43	ShawnaANDERSON	2011	F
rasos100	11.43	WhitneyHARRIS	2011	F
rasos100	11.43	MariaAlejandraIDROBO	2011	F
rasos100	11.43	AnnaDOI	2012	F
rasos100	11.43	JasmineGIBBS	2012	F
rasos100	11.43	KatharinaGROMPE	2014	F
rasos100	11.43	AshleighWHITTAKER	2015	F
rasos100	11.43	AnasztáziaNGUYEN	2015	F
rasos100	11.43	LouiseBLOOR	2015	F
rasos100	11.43	CarmieshaCOX	2016	F
rasos100	11.43	PreciousHITCHCOCK	2016	F
rasos100	11.43	KatrinFEHM	2016	F
rasos100	11.43	GemmaACHEAMPONG	2016	F
rasos100	11.43	D'JenneEGHAREVBA	2018	F
rasos100	11.43	OckeraMYRIE	2018	F
rasos100	11.43	AlexandraTOTH	2018	F
rasos100	11.43	TiffanyEIDNER	2018	F
rasos100	11.43	LouisaGRAUVOGEL	2018	F
rasos100	11.44	NakeyaCRUTCHFIELD	2002	F
rasos100	11.44	LatoyaPHELPS	2002	F
rasos100	11.44	AnaMariaLÓPEZ	2002	F
rasos100	11.44	DianeALLAHGREENHAWKINS	2002	F
rasos100	11.44	IlliaMILES	2003	F
rasos100	11.44	CynthiaOCTAVIA	2003	F
rasos100	11.44	MajaNOSE	2003	F
rasos100	11.44	EricaWITTER	2003	F
rasos100	11.44	PriscillaSCHLIEP	2003	F
rasos100	11.44	ShakeithaHENFIELD	2004	F
rasos100	11.44	JenileVITE	2004	F
rasos100	11.44	PorcheaCARROLL	2005	F
rasos100	11.44	EbonyCOLLINS	2005	F
rasos100	11.44	BrittanyLONG	2007	F
rasos100	11.44	SariEERO	2007	F
rasos100	11.44	LucynaLANGERKALEK	1982	F
rasos100	11.44	SabineKLÖSTERS	1983	F
rasos100	11.44	TanishaMILLS	1996	F
rasos100	11.44	TracyanBAKER	1997	F
rasos100	11.44	AnnemarieKRAMER	1997	F
rasos100	11.44	EricaMARCHETTI	1997	F
rasos100	11.44	SimoneTOMLINSON	1998	F
rasos100	11.44	KimberlyMCGRUDER	1999	F
rasos100	11.44	JasmineREYNOLDS	2000	F
rasos100	11.44	SamanthaDAVIES	2000	F
rasos100	11.44	NikkiBENJAMIN	2001	F
rasos100	11.44	SarahWILHELMY	2001	F
rasos100	11.44	EricaALEXANDER	2015	F
rasos100	11.44	DulainiDéboraODELIN	2015	F
rasos100	11.44	KatieSTONE	2016	F
rasos100	11.44	BeatrizCRUZ	2016	F
rasos100	11.44	GenoiskaCANCEL	2016	F
rasos100	11.44	XianGeorgeREID	2016	F
rasos100	11.44	KristinaMarieKNOTT	2016	F
rasos100	11.44	JaninaKÖLSCH	2016	F
rasos100	11.44	SydneyHOWELLS	2017	F
rasos100	11.44	CorneliaHALBHEER	2017	F
rasos100	11.44	StephenieAnnMCPHERSON	2010	F
rasos100	11.44	KatherineENDACOTT	2010	F
rasos100	11.44	JanaeGENNETTE	2012	F
rasos100	11.44	EvelynOLIVEIRADEPAULA	2012	F
rasos100	11.44	MartinaGIOVANETTI	2012	F
rasos100	11.44	EstherCREMER	2012	F
rasos100	11.44	ClaudineVANRENSBURG	2013	F
rasos100	11.44	LisaWICKHAM	2013	F
rasos100	11.44	IndiaDANIELS	2013	F
rasos100	11.44	DominiqueKIMPEL	2013	F
rasos100	11.44	AlyssaMCCLURE	2014	F
rasos100	11.44	MariaGATOU	2014	F
rasos100	11.45	PingWANG	1997	F
rasos100	11.45	DainelkyPÉREZ	1998	F
rasos100	11.45	AnnaTKACH	1999	F
rasos100	11.45	YahumaraNEYRA	2000	F
rasos100	11.45	RodenaBARR	2000	F
rasos100	11.45	AngelPERKINSMCLEAN	2001	F
rasos100	11.45	MoniqueWRIGHTCRUSE	2002	F
rasos100	11.45	OranutKLOMDEE	2003	F
rasos100	11.45	TomokoISHIDA	2004	F
rasos100	11.45	AyumiSUZUKI	2004	F
rasos100	11.45	ŠtepánkaKLAPÁCOVÁ	2004	F
rasos100	11.45	YvonneMENSAH	2006	F
rasos100	11.45	MariyanaDIMITROVA	2006	F
rasos100	11.45	OdeikaBENT	2007	F
rasos100	11.45	ThatianaReginaIGNÁCIO	2007	F
rasos100	11.45	YevgeniyaGERASIMOVA	2007	F
rasos100	11.45	DesarieWALWYN	2008	F
rasos100	11.45	JanayDELOACH	2008	F
rasos100	11.45	AshleeKIDD	2009	F
rasos100	11.45	SarahGRIFFINMATTHEW	2009	F
rasos100	11.45	MoniqueCABRAL	2009	F
rasos100	11.45	QuanishaSALES	2010	F
rasos100	11.45	EwelinaPTAK	2010	F
rasos100	11.45	AareonPAYNE	2011	F
rasos100	11.45	XianpingHA	2012	F
rasos100	11.45	LakeidraSTEWART	2012	F
rasos100	11.45	KiaJACKSON	2012	F
rasos100	11.45	GabrielleHOUSTON	2012	F
rasos100	11.45	KatieNELMS	2012	F
rasos100	11.45	OmhuniqueBROWNE	2013	F
rasos100	11.45	AssiaRAZIKI	2016	F
rasos100	11.45	BrunaJessicaOLIVEIRAFARIAS	2016	F
rasos100	11.45	RachelMILLER	2017	F
rasos100	11.45	DianiWALKER	2017	F
rasos100	11.45	BriannaMCNEAL	2018	F
rasos100	11.45	HannahJACKSON	2018	F
rasos100	11.45	HalutieHOR	2018	F
rasos100	11.45	KaileiCOLLINS	2018	F
rasos100	11.45	La'KaylaHARRIS	2018	F
rasos100	11.45	TrameshaHARDY	2018	F
rasos100	11.45	JeneaSPINKS	2018	F
rasos100	11.45	SarahMINGAS	2018	F
rasos100	11.45	ShannonHYLTON	2018	F
rasos100	11.45	RosemaryCHUKWUMA	2018	F
rasos100	11.45	MargaretBOLUFAWI	2018	F
rasos100	11.45	PattonJADE	2014	F
rasos100	11.45	RachelJOHNCOCK	2014	F
rasos100	11.45	DeborahOluwaseunODEYEMI	2014	F
rasos100	11.45	SrabaniNANDA	2016	F
rasos100	11.45	AbigailIROZURU	2016	F
rasos100	11.46	EsterROT	1972	F
rasos100	11.46	CarmenVALDES	1972	F
rasos100	11.46	IrénOROSZ	1981	F
rasos100	11.46	ElkeVOLLMER	1983	F
rasos100	11.46	RossellaTAROLO	1989	F
rasos100	11.46	MiaPRINSLOO	1997	F
rasos100	11.46	HenriettaAJAIEGBU	1998	F
rasos100	11.46	TetyanaLUKYANENKOBONENKO	1998	F
rasos100	11.46	KellyPERRYMAN	1999	F
rasos100	11.46	AmarisBUCHANAN	1999	F
rasos100	11.46	HanaBENEŠOVÁ	1999	F
rasos100	11.46	SuritaFEBBRAIOLOOTS	1999	F
rasos100	11.46	ShantaGHOSH	2000	F
rasos100	11.46	SeverinaCRAVID	2001	F
rasos100	11.46	ZouHUA	2001	F
rasos100	11.46	OlesyaFESKO	2002	F
rasos100	11.46	MadisonMCNARY	2011	F
rasos100	11.46	FolakeAKINYEMI	2012	F
rasos100	11.46	MoniqueSPENCER	2012	F
rasos100	11.46	DorotaJEDRUSINSKA	2007	F
rasos100	11.46	JolandaDIEGO	2008	F
rasos100	11.46	ElizabethADEOTI	2008	F
rasos100	11.46	KhrystalCARTER	2008	F
rasos100	11.46	YevgeniyaLIKHUTAVALADZKO	2008	F
rasos100	11.46	ShaunaTHOMPSON	2008	F
rasos100	11.46	JudithONYEPUNUKA	2009	F
rasos100	11.46	LauraWHALER	2010	F
rasos100	11.46	SherlineDUNCAN	2010	F
rasos100	11.46	KristineSCOTT	2010	F
rasos100	11.46	DonitaHARMON	2004	F
rasos100	11.46	LishaCHEN	2005	F
rasos100	11.46	MonikaIVANOVA	2005	F
rasos100	11.46	IndiaRANSOM	2006	F
rasos100	11.46	GalynaTONKOVIT	2007	F
rasos100	11.46	MercedesJACKSON	2013	F
rasos100	11.46	RegineWILLIAMS	2014	F
rasos100	11.46	BiancaCristinaAMARODOSSANTOS	2014	F
rasos100	11.46	NatalyaRAKACHEVA	2014	F
rasos100	11.46	ThaissaBARBOSAPRESTI	2014	F
rasos100	11.46	AnnaSCOTT	2015	F
rasos100	11.46	J'NeaBELLAMY	2015	F
rasos100	11.46	IsatuFOFANAH	2015	F
rasos100	11.46	SharolynZulayJOSEPHHAMBLET	2015	F
rasos100	11.46	LakeKWAZA	2016	F
rasos100	11.46	HiriyurManjunathJYOTHI	2016	F
rasos100	11.46	ShavonneHUSBANDS	2016	F
rasos100	11.46	AgataFORKASIEWICZ	2016	F
rasos100	11.46	RikenetteSTEENKAMP	2017	F
rasos100	11.46	StrangenaeCAMPBELL	2017	F
rasos100	11.46	MichaAUZENNE	2017	F
rasos100	11.46	AaliyahBARNES	2017	F
rasos100	11.46	KainaMARTINEZ	2017	F
rasos100	11.46	AmberIVY	2018	F
rasos100	11.46	ReneMEDLEY	2018	F
rasos100	11.46	GinaAKPEMOSES	2018	F
rasos100	11.46	DajaGORDON	2018	F
rasos100	11.46	KláraSEIDLOVÁ	2018	F
rasos100	11.46	HeleneRØNNINGEN	2018	F
rasos100	11.46	TissannaHICKLING	2018	F
rasos100	11.47	FulgenciaROMAY	1968	F
rasos100	11.47	ZheniDOBREVA	1981	F
rasos100	11.47	JodiLAMBERT	1996	F
rasos100	11.47	JenellALI	1996	F
rasos100	11.47	AngelaMOROSANU	2005	F
rasos100	11.47	MatharieDIARRASSOUBA	2005	F
rasos100	11.47	SakieNOBUOKA	2006	F
rasos100	11.47	DamuCHERRYMITCHELL	2006	F
rasos100	11.47	KarenROBINSON	2006	F
rasos100	11.47	CourtneyCHAMPION	2006	F
rasos100	11.47	JakkiBAILEY	2006	F
rasos100	11.47	FranziskaBLUM	2006	F
rasos100	11.47	GenevieveTHIBAULT	2006	F
rasos100	11.47	MariaWOODWARD	2007	F
rasos100	11.47	BrittanyJONES	2012	F
rasos100	11.47	ChristyUDOH	2012	F
rasos100	11.47	IdaMAYER	2012	F
rasos100	11.47	PatriciaHALL	2013	F
rasos100	11.47	GermePOSTON	2013	F
rasos100	11.47	ÉvaKAPTUR	2013	F
rasos100	11.47	KedishaDALLAS	2014	F
rasos100	11.47	LoudiaLAARMAN	2014	F
rasos100	11.47	TyshondaHAWKINS	2014	F
rasos100	11.47	AaliyahTELESFORD	2014	F
rasos100	11.47	MarisaLAVANCHY	2014	F
rasos100	11.47	KseniyaKARANDYUK	2014	F
rasos100	11.47	ShuChuanCHEN	2003	F
rasos100	11.47	ZenobiaREED	2003	F
rasos100	11.47	RushettaBAKER	2004	F
rasos100	11.47	GennaWILLIAMS	2004	F
rasos100	11.47	MarinaVASSARMIDOU	2004	F
rasos100	11.47	JutamassTHAWONCHAROEN	2004	F
rasos100	11.47	IwonaZIÓLKOWSKA	2009	F
rasos100	11.47	ChasideeLEWISBAKER	2010	F
rasos100	11.47	ValexsiaDROUGHN	2010	F
rasos100	11.47	TrinityDAVIS	1999	F
rasos100	11.47	YelenaANISIMOVA	1999	F
rasos100	11.47	VonetteDIXON	2000	F
rasos100	11.47	OluwaseunADETIBA	2000	F
rasos100	11.47	CamillePOUNCY	2000	F
rasos100	11.47	CélineTHELAMON	2000	F
rasos100	11.47	WillisaHEINZ	2001	F
rasos100	11.47	SandraGOMIS	2015	F
rasos100	11.47	CandaceJACKSON	2015	F
rasos100	11.47	KadidiatouTRAORÉ	2015	F
rasos100	11.47	EuniceKADOGO	2015	F
rasos100	11.47	LaQuishaJACKSON	2016	F
rasos100	11.47	TaylorANDERSON	2016	F
rasos100	11.47	MercyNTIAOBONG	2016	F
rasos100	11.47	TuChinhLE	2017	F
rasos100	11.47	AnaviaBATTLE	2018	F
rasos100	11.47	TyrikaLEE	2018	F
rasos100	11.47	DeannaNOWLING	2018	F
rasos100	11.47	GraceSTARK	2018	F
rasos100	11.47	LorraineMARTINS	2018	F
rasos100	11.47	NasraneBACAR	2018	F
rasos100	11.47	MagdalenaSTEFANOWICZ	2018	F
rasos100	11.47	AndressaMOREIRAFIDELIS	2018	F
rasos100	11.47	ACHANDRALEKHA	2018	F
rasos100	11.48	BelénRECIO	2006	F
rasos100	11.48	FionaCULLEN	2007	F
rasos100	11.48	TanjaMITIC	2007	F
rasos100	11.48	KimberlySMITH	2008	F
rasos100	11.48	BrittanyHENDERSON	2009	F
rasos100	11.48	JuanhongZHU	2004	F
rasos100	11.48	BenedictaAJIDAU	2004	F
rasos100	11.48	CarolinaKLÜFT	2004	F
rasos100	11.48	LizetASSEGBEDE	2006	F
rasos100	11.48	MariaBROWN	1996	F
rasos100	11.48	ToshieIWAMOTOKITADA	1996	F
rasos100	11.48	GillianRUSSELLLOVE	1996	F
rasos100	11.48	AndreaCOORE	1997	F
rasos100	11.48	OlgaPOVTARYOVA	1997	F
rasos100	11.48	YelenaKOLESNIKOVA	1998	F
rasos100	11.48	ZhannaLEVASHOVA	1998	F
rasos100	11.48	MichelleBOOKMAN	2000	F
rasos100	11.48	EllenSTREIDT	1972	F
rasos100	11.48	ChristineHEINICH	1974	F
rasos100	11.48	ElviraPOßEKEL	1976	F
rasos100	11.48	MonikaHIRSCH	1981	F
rasos100	11.48	ZoyaSOKOLOVA	1989	F
rasos100	11.48	CatherineMURPHY	2001	F
rasos100	11.48	VernattaLESFORIS	2001	F
rasos100	11.48	JimyriaHICKS	2001	F
rasos100	11.48	AishaMORGAN	2002	F
rasos100	11.48	AkselGÜRCAN	2002	F
rasos100	11.48	KeenanGIBSON	2003	F
rasos100	11.48	RikiHOLLAND	2003	F
rasos100	11.48	AnanikCLARKE	2003	F
rasos100	11.48	SereneWILLIAMS	2012	F
rasos100	11.48	SarahGOUJON	2012	F
rasos100	11.48	AkawkawNDIPAGBOR	2013	F
rasos100	11.48	CharsityTIGGIEN	2013	F
rasos100	11.48	MargretHARRIS	2013	F
rasos100	11.48	GeronneBLACK	2013	F
rasos100	11.48	MarikaBROWN	2014	F
rasos100	11.48	RaneeRICKETTS	2014	F
rasos100	11.48	CarlaTAVARES	2014	F
rasos100	11.48	TinaMURN	2009	F
rasos100	11.48	IkeiylahBROWN	2010	F
rasos100	11.48	KauizaMOREIRAVENANCIO	2010	F
rasos100	11.48	VolhaASTASHKA	2010	F
rasos100	11.48	MerlinPALACIOS	2011	F
rasos100	11.48	AlinaTALAY	2011	F
rasos100	11.48	RavinGILBERT	2015	F
rasos100	11.48	AnnaGOLOVINA	2015	F
rasos100	11.48	JelissaWESTNEY	2015	F
rasos100	11.48	JessicaBEARD	2016	F
rasos100	11.48	SheKaraMARTIN	2016	F
rasos100	11.48	NooralottaNEZIRI	2016	F
rasos100	11.48	ManqiGE	2016	F
rasos100	11.48	MariyaMOKROVA	2016	F
rasos100	11.48	KhaddiSAGNIA	2016	F
rasos100	11.48	SydneyWASHINGTON	2017	F
rasos100	11.48	GennaSETTLE	2017	F
rasos100	11.48	HannahWOOD	2017	F
rasos100	11.48	AshleySEYMOUR	2017	F
rasos100	11.48	BlessingOGUNDIRAN	2018	F
rasos100	11.48	ShaynaYON	2018	F
rasos100	11.48	VenessaD'ARPINO	2018	F
rasos100	11.48	TiffaniJOHNSON	2018	F
rasos100	11.48	PersisWILLIAMSMENSAH	2018	F
rasos100	11.48	SophiaJUNK	2018	F
rasos100	11.49	ChengCHI	1968	F
rasos100	11.49	BrigitteWEHRLI	1979	F
rasos100	11.49	MaicelMALONEWALLACE	1986	F
rasos100	11.49	SabineRICHTER	1988	F
rasos100	11.49	TeresaNEIGHBORS	1996	F
rasos100	11.49	LetriciaCLACKEN	1996	F
rasos100	11.49	LienHUYGHEBAERT	2004	F
rasos100	11.49	RaquelMartinsCAMILLODACOSTA	2005	F
rasos100	11.49	AnikaJNOBAPTISTE	2005	F
rasos100	11.49	AnnaBOYLE	2006	F
rasos100	11.49	YekaterinaBOBRIK	2006	F
rasos100	11.49	NikkiMARTIN	2007	F
rasos100	11.49	MollyBELLING	2007	F
rasos100	11.49	JessicaFOREMAN	2007	F
rasos100	11.49	MyraMAYBERRY	1996	F
rasos100	11.49	SoniaWILLIAMS	1996	F
rasos100	11.49	SabrinaDAWKINS	1997	F
rasos100	11.49	AnnaLESZCZYNSKALAZOR	1997	F
rasos100	11.49	LixiaMA	1997	F
rasos100	11.49	ChunxiaGAO	1997	F
rasos100	11.49	ZuzetteMULLINGS	1998	F
rasos100	11.49	HydieAnnHARPER	1998	F
rasos100	11.49	AdriannaLAMALLE	1999	F
rasos100	11.49	AliciaTYSON	1999	F
rasos100	11.49	VivianeSILDILLIA	1999	F
rasos100	11.49	NadineMAHOBAH	1999	F
rasos100	11.49	MarcelaSARABIA	1999	F
rasos100	11.49	LaTreseTAYLOR	2000	F
rasos100	11.49	LanJIANG	2007	F
rasos100	11.49	ShanaSOLOMON	2008	F
rasos100	11.49	KristinaDAVIS	2009	F
rasos100	11.49	ElisabethDAVIN	2009	F
rasos100	11.49	JacintaBOYD	2010	F
rasos100	11.49	LashandraKERSHAW	2010	F
rasos100	11.49	SarahREILLY	2000	F
rasos100	11.49	IrinaTITOVA	2000	F
rasos100	11.49	HeidiHANNULA	2000	F
rasos100	11.49	KerineBLACK	2001	F
rasos100	11.49	EbonySHOTWELL	2001	F
rasos100	11.49	CamilleHARPER	2001	F
rasos100	11.49	BarbaraPETRÁHN	2001	F
rasos100	11.49	RuthGRAJEDA	2001	F
rasos100	11.49	ShandriaBROWN	2002	F
rasos100	11.49	KatleenDECALUWE	2002	F
rasos100	11.49	WenshanWANG	2004	F
rasos100	11.49	JessieSAINTMARC	2011	F
rasos100	11.49	MoniqueGRACIA	2012	F
rasos100	11.49	HanneCLAES	2012	F
rasos100	11.49	JasmineWEBB	2014	F
rasos100	11.49	JustinaSULE	2014	F
rasos100	11.49	KatelinBARBER	2015	F
rasos100	11.49	JanaeJOHNSON	2015	F
rasos100	11.49	SabinaVEIT	2015	F
rasos100	11.49	LuiseHOLLENDER	2015	F
rasos100	11.49	AalyiahWILSON	2018	F
rasos100	11.49	SarahHILL	2018	F
rasos100	11.49	LucaKOZÁK	2018	F
rasos100	11.49	EstelleRAFFAI	2018	F
rasos100	11.49	CynthiaLEDUC	2018	F
rasos100	11.49	OliviaFOTOPOULOU	2018	F
rasos100	11.49	SachaVANAGT	2018	F
rasos100	11.49	LiekeKLAVER	2018	F
rasos100	11.49	AnaCarolinaDEJESUSAZEVEDO	2018	F
rasos100	11.49	AdelineGOUENON	2015	F
rasos100	11.49	PatriceMOODY	2016	F
rasos100	11.49	DayeShonROBERSON	2016	F
rasos100	11.49	NercelySOTO	2016	F
rasos100	11.49	ShatajahWATTELY	2016	F
rasos100	11.49	CraishiaWASHINGTON	2016	F
rasos100	11.49	FarahJACQUES	2016	F
rasos100	11.49	AnastasiyaPOLISHCHUK	2016	F
rasos100	11.49	DanyelWHITE	2017	F
rasos100	11.49	KianaHORTON	2017	F
rasos100	11.49	SydneyCONLEY	2017	F
rasos100	11.49	FinetteAGYAPONG	2017	F
rasos100	11.49	MaggieBARRIE	2018	F
rasos100	11.5	FabienneFERAEZ	1998	F
rasos100	11.5	DelloreenENNIS	1999	F
rasos100	11.5	LyudmilaKOROTKAYA	1999	F
rasos100	11.5	StellaEMEFESI	1999	F
rasos100	11.5	EllyHUTTON	2000	F
rasos100	11.5	CaroHUNT	2001	F
rasos100	11.5	TamiZACHERY	2001	F
rasos100	11.5	XiaoliNI	2001	F
rasos100	11.5	YannoulaKAFETZI	2001	F
rasos100	11.5	PamelaKILBORN	1968	F
rasos100	11.5	MarenGANG	1975	F
rasos100	11.5	YolandaDÍAZ	1987	F
rasos100	11.5	BettinaZIPP	1994	F
rasos100	11.5	YvesRoseJEROME	1996	F
rasos100	11.5	SandraBORRERO	1996	F
rasos100	11.5	TündeVASZI	1996	F
rasos100	11.5	ManuelaGRILLO	1997	F
rasos100	11.5	DenaBURROWS	1997	F
rasos100	11.5	NatalyaMIKHAYLOVSKAYA	2001	F
rasos100	11.5	LatoyaJOHNSON	2002	F
rasos100	11.5	PascalVANASSENDELFT	2002	F
rasos100	11.5	ShereefaLLOYD	2003	F
rasos100	11.5	NinaMAYES	2003	F
rasos100	11.5	LoniFORSYTHE	2005	F
rasos100	11.5	YelenaNOVIKOVA	2005	F
rasos100	11.5	NataliyaPYHYDA	2005	F
rasos100	11.5	KedeshaSIMPSON	2006	F
rasos100	11.5	DeneshaMORRIS	2006	F
rasos100	11.5	Cam'reeJACKSON	2013	F
rasos100	11.5	KristinaŽUMER	2013	F
rasos100	11.5	MelissaSWANEPOEL	2014	F
rasos100	11.5	AhtyanaJOHNSON	2014	F
rasos100	11.5	KerestonTHOMAS	2014	F
rasos100	11.5	YulianaANGULO	2015	F
rasos100	11.5	ShelleceCLARK	2015	F
rasos100	11.5	LynnaIRBY	2015	F
rasos100	11.5	MayumiWATANABE	2010	F
rasos100	11.5	JanelleREDHEAD	2011	F
rasos100	11.5	SherineWELLS	2011	F
rasos100	11.5	ShannekaCLAIBORNE	2011	F
rasos100	11.5	TamikaROBINSON	2011	F
rasos100	11.5	MagnoliaLAFLEUR	2012	F
rasos100	11.5	LatoyaKING	2012	F
rasos100	11.5	VandaFERREIRAGOMES	2013	F
rasos100	11.5	AdellaKING	2013	F
rasos100	11.5	AshleyFIELDS	2013	F
rasos100	11.5	AdenikePEDRO	2013	F
rasos100	11.5	JueCHEN	2007	F
rasos100	11.5	KellieWELLS	2008	F
rasos100	11.5	AshleyLODREE	2008	F
rasos100	11.5	LaShawndraRATCLIFFE	2008	F
rasos100	11.5	DayrenisBIENCE	2009	F
rasos100	11.5	MariaAuroraSALVAGNO	2009	F
rasos100	11.5	LenaBERNTSSON	2009	F
rasos100	11.5	NoemiZBÄREN	2015	F
rasos100	11.5	PaisleySIMMONS	2016	F
rasos100	11.5	AlexandraBEZEKOVÁ	2016	F
rasos100	11.5	WurrieNJADOE	2016	F
rasos100	11.5	CeciliaFRANCIS	2016	F
rasos100	11.5	BarboraPROCHÁZKOVÁ	2016	F
rasos100	11.5	SaskiekaSTEELE	2017	F
rasos100	11.5	NabeelaPARKER	2017	F
rasos100	11.5	SymoneDARIUS	2017	F
rasos100	11.5	RileyDAY	2018	F
rasos100	11.5	CourtneDAVIS	2018	F
rasos100	11.5	SadeMCCREATH	2018	F
rasos100	11.5	RocheneSMITH	2018	F
rasos100	11.5	KeiyanaGASKIN	2018	F
rasos100	11.5	ArriaMINOR	2018	F
rasos100	11.5	KiaraGRANT	2018	F
rasos100	11.5	TyjuanaEASON	2018	F
rasos100	11.5	DaziahGREEN	2018	F
rasos100	11.5	NodokaSEKO	2018	F
rasos100	11.5	JoleneJACOBS	2018	F
rasos100	11.5	JohannaMarieBECHTHOLD	2018	F
rasos100	11.5	KimberleyBAPTISTE	2018	F
rasos100	11.5	OnUmaCHATTHA	2018	F
rasos100	11.5	GabrielaAnahiSUAREZ	2018	F
rasos200	21.34	FlorenceGRIFFITHJOYNER	1988	F
rasos200	21.53	ElaineTHOMPSON	2021	F
rasos200	21.61	GabrielleTHOMAS	2021	F
rasos200	21.62	MarionJONES	1998	F
rasos200	21.63	DafneSCHIPPERS	2015	F
rasos200	21.64	MerleneOTTEY	1991	F
rasos200	21.69	AllysonFELIX	2012	F
rasos200	21.71	MaritaKOCH	1979	F
rasos200	21.71	HeikeDRECHSLER	1986	F
rasos200	21.72	GraceJACKSONSMALL	1988	F
rasos200	21.72	GwenTORRENCE	1992	F
rasos200	21.74	MarliesGÖHR	1984	F
rasos200	21.74	SilkeMÖLLER	1987	F
rasos200	21.74	VeronicaCAMPBELLBROWN	2008	F
rasos200	21.75	JulietCUTHBERT	1992	F
rasos200	21.77	IngerMILLER	1999	F
rasos200	21.77	ToriBOWIE	2017	F
rasos200	21.78	ChristineMBOMA	2021	F
rasos200	21.79	ShellyAnnFRASERPRYCE	2021	F
rasos200	21.81	ValerieBRISCOHOOKS	1984	F
rasos200	21.81	SherickaJACKSON	2021	F
rasos200	21.83	EvelynASHFORD	1979	F
rasos200	21.85	BärbelWÖCKEL	1984	F
rasos200	21.87	IrinaPRIVALOVA	1995	F
rasos200	21.88	ShaunaeMILLERUIBO	2017	F
rasos200	21.89	DinaASHERSMITH	2018	F
rasos200	21.89	JennaPRANDINI	2021	F
rasos200	21.93	PamMARSHALL	1988	F
rasos200	21.95	KatrinKRABBE	1990	F
rasos200	21.95	AnaviaBATTLE	2021	F
rasos200	21.97	JarmilaKRATOCHVÍLOVÁ	1981	F
rasos200	21.98	TamaraCLARK	2021	F
rasos200	21.99	ChandraCHEESEBOROUGH	1983	F
rasos200	21.99	MarieJoséPEREC	1993	F
rasos200	21.99	KerronSTEWART	2008	F
rasos200	22	SheroneSIMPSON	2006	F
rasos200	22	Sha'CarriRICHARDSON	2020	F
rasos200	22.01	AneliaNUNEVA	1987	F
rasos200	22.01	XuemeiLI	1997	F
rasos200	22.01	MunaLEE	2008	F
rasos200	22.01	CandyceMCGRONE	2015	F
rasos200	22.02	KyraJEFFERSON	2017	F
rasos200	22.04	DawnSOWELL	1989	F
rasos200	22.04	BlessingOKAGBAREIGHOTEGUONOR	2018	F
rasos200	22.06	EvetteDEKLERK	1989	F
rasos200	22.07	MaryONYALIOMAGBEMI	1996	F
rasos200	22.08	MarieJoséeTALOU	2017	F
rasos200	22.09	SanyaRICHARDSROSS	2012	F
rasos200	22.09	DeajahSTEVENS	2017	F
rasos200	22.1	KathyCOOK	1984	F
rasos200	22.11	CarmelitaJETER	2012	F
rasos200	22.11	MyriamSOUMARE	2014	F
rasos200	22.12	CambreaSTURGIS	2021	F
rasos200	22.13	EwaKASPRZYK	1986	F
rasos200	22.14	CarletteGUIDRY	1996	F
rasos200	22.15	ShalondaSOLOMON	2011	F
rasos200	22.17	ZhannaPINTUSEVICH	1997	F
rasos200	22.18	DanetteYOUNGSTONE	1996	F
rasos200	22.18	GalinaMALCHUGINA	1996	F
rasos200	22.18	MerleneFRAZER	1999	F
rasos200	22.18	DezereaBRYANT	2015	F
rasos200	22.18	BeatriceMASILINGI	2021	F
rasos200	22.19	NatalyaBOCHINA	1980	F
rasos200	22.19	DebbieFERGUSONMCKENZIE	1999	F
rasos200	22.19	KimberlynDUNCAN	2012	F
rasos200	22.19	AleksandraFEDORIVASPAYER	2012	F
rasos200	22.2	KimGEVAERT	2006	F
rasos200	22.21	IrenaSZEWINSKA	1974	F
rasos200	22.21	AriannaWASHINGTON	2016	F
